id,slug,name,city,phone,license_number,website,address,platform_live,has_real_photo,missing_ages,missing_fees,missing_photo,age_min_months,age_max_months,infant_monthly,toddler_monthly,preschool_monthly,part_time_monthly,photo_url,source
mb-101106,happiness-is-inc-ecole-howden-before-and-aftersc-101106,"Happiness Is....Inc., Ecole Howden Before and Afterschool Program",Winnipeg,(204) 797-2491,MB-101106,,150 Howden Road,0,0,1,1,1,,,,,,,,
mb-102023,happiness-is-inc-before-and-afterschool-program--102023,Happiness Is...Inc Before and Afterschool Program (Provencher),Winnipeg,(204) 797-3793,MB-102023,,320 ave de la Cathedrale avenue,0,0,1,1,1,,,,,,,,
mb-2037,happy-face-children-s-centre-2037,Happy Face Children's Centre,Winnipegosis,(204) 656-4474,MB-2037,,416  5th Street,0,0,1,1,1,,,,,,,,
mb-1022,harmony-day-care-centre-1022,Harmony Day Care Centre,Winnipeg,(204) 956-2340,MB-1022,,375 Assiniboine Avenue,0,0,1,1,1,,,,,,,,
mb-3038,harrow-co-operative-children-s-centre-inc-3038,Harrow Co-operative Children's Centre Inc.,Winnipeg,(204) 453-1477,MB-3038,,550 Harrow Street,0,0,1,1,1,,,,,,,,
mb-101459,harrow-co-operative-children-s-centre-inc-infant-101459,Harrow Co-operative Children's Centre Inc. Infant &amp; Preschool,Winnipeg,(204) 453-1477,MB-101459,,611 Guelph Street,0,0,1,1,1,,,,,,,,
mb-3016,harstone-children-s-centre-3016,Harstone Children's Centre,Winnipeg,(204) 783-6175,MB-3016,,905 Sargent Avenue,0,0,1,1,1,,,,,,,,
mb-3073,harstone-children-s-centre-alverstone-unit-3073,Harstone Children's Centre - Alverstone Unit,Winnipeg,(204) 775-7847,MB-3073,,875 Alverstone Street,0,0,1,1,1,,,,,,,,
mb-102575,harstone-children-s-centre-clifton-location-102575,Harstone Children's Centre - Clifton Location,Winnipeg,(204) 779-8274,MB-102575,,1070 Clifton Street,0,0,1,1,1,,,,,,,,
mb-9131,harstone-children-s-centre-minto-9131,Harstone Children's Centre - Minto,Winnipeg,(204) 772-9288,MB-9131,,687  Minto Street,0,0,1,1,1,,,,,,,,
mb-100992,harstone-children-s-centre-dominion-location-100992,Harstone Children's Centre Dominion location,Winnipeg,(204) 783-1522,MB-100992,,948 Sargent Avenue,0,0,1,1,1,,,,,,,,
mb-101646,harstone-children-s-centre-principal-sparling-sc-101646,Harstone Children's Centre/Principal Sparling School,Winnipeg,(204) 779-4585,MB-101646,,1150  Sherburn Street,0,0,1,1,1,,,,,,,,
mb-101340,henderson-early-learning-child-care-centre-101340,Henderson Early Learning Child Care Centre,Winnipeg,(204) 996-9253,MB-101340,,1490 Henderson Highway,0,0,1,1,1,,,,,,,,
mb-102970,heritage-park-children-s-programs-102970,Heritage Park Children's Programs,Winnipeg,(204) 831-5950,MB-102970,,363 Thompson Dr.,0,0,1,1,1,,,,,,,,
mb-3074,heritage-park-children-s-programs-inc-3074,Heritage Park Children's Programs Inc.,Winnipeg,(204) 831-5950,MB-3074,,47 Heritage Boulevard,0,0,1,1,1,,,,,,,,
mb-102965,heritage-park-children-s-programs-inc-athlone-102965,Heritage Park Children's Programs Inc. - Athlone,Winnipeg,(204) 831-5950,MB-102965,,110 Athlone Drive,0,0,1,1,1,,,,,,,,
mb-9677,heritage-park-children-s-programs-inc-jameswood--9677,Heritage Park Children's Programs Inc. Jameswood Site,Winnipeg,(204) 885-7140,MB-9677,,1  Braintree Crescent,0,0,1,1,1,,,,,,,,
mb-101877,highbury-early-learning-amp-child-care-101877,Highbury Early Learning &amp; Child Care,Winnipeg,(204) 691-0311,MB-101877,,99  Highbury Road,0,0,1,1,1,,,,,,,,
mb-101768,horizon-s-access-101768,Horizon's Access,Winnipeg,(204) 831-9732,MB-101768,,280 Booth Drive,0,0,1,1,1,,,,,,,,
mb-1014,horizons-children-s-centre-1014,Horizons Children's Centre,Winnipeg,(204) 837-2015,MB-1014,,367 Hampton Street,0,0,1,1,1,,,,,,,,
mb-9539,horizons-children-s-centre-inc-grace-9539,Horizons Children's Centre Inc. /Grace,Winnipeg,(204) 837-0729,MB-9539,,408 Booth Drive,0,0,1,1,1,,,,,,,,
mb-1286,huron-child-care-inc-1286,Huron Child Care Inc.,Winnipeg,(204) 582-0743,MB-1286,,1120 McPhillips Street,0,0,1,1,1,,,,,,,,
mb-102039,immaculate-heart-of-mary-school-lubov-nursery-sc-102039,Immaculate Heart of Mary School Lubov Nursery School,Winnipeg,(204) 669-1023,MB-102039,,35  Marcie Street,0,0,1,1,1,,,,,,,,
mb-3017,inkster-community-child-care-inc-3017,Inkster Community Child Care Inc.,Winnipeg,(204) 582-1755,MB-3017,,633 Inkster Boulevard,0,0,1,1,1,,,,,,,,
mb-100425,james-child-care-2nd-site-100425,James Child Care - 2nd site,Winnipeg,(204) 478-5389,MB-100425,,3 Marshall Crescent,0,0,1,1,1,,,,,,,,
mb-3018,james-child-care-inc-3018,James Child Care Inc.,Winnipeg,(1204) 452-5282,MB-3018,,1226 Waller Avenue,0,0,1,1,1,,,,,,,,
mb-2141,james-nisbet-nursery-school-inc-2141,James Nisbet Nursery School Inc.,Winnipeg,(204) 953-1193,MB-2141,,70 Doubleday Drive,0,0,1,1,1,,,,,,,,
mb-3020,k-e-e-p-child-care-inc-3020,K.E.E.P. Child Care Inc.,Winnipeg,(204) 582-4070,MB-3020,,795 Selkirk Avenue,0,0,1,1,1,,,,,,,,
mb-103084,k-i-d-s-inc-prairie-roots-103084,K.I.D.S Inc Prairie Roots,Winnipeg,(205) 488-2445,MB-103084,,749 Brock Street,0,0,1,1,1,,,,,,,,
mb-101091,k-i-d-s-inc-101091,K.I.D.S. Inc.,Winnipeg,(204) 488-8948,MB-101091,,755 Elm Street,0,0,1,1,1,,,,,,,,
mb-102401,k-i-d-s-inc-sir-william-osler-102401,K.I.D.S. Inc. - Sir William Osler,Winnipeg,(204) 488-7621,MB-102401,,1600 Grant Avenue,0,0,1,1,1,,,,,,,,
mb-102078,k-i-d-s-inc-south-pointe-102078,K.I.D.S. Inc. South Pointe,Winnipeg,(204) 275-3350,MB-102078,,615 Kirkbridge Drive,0,0,1,1,1,,,,,,,,
mb-1251,k-i-d-s-kids-in-day-care-are-super-inc-1251,K.I.D.S. Kids in day care are super Inc.,Winnipeg,(204) 488-8948,MB-1251,,691  Montrose Street,0,0,1,1,1,,,,,,,,
mb-101061,ka-ni-kanichihk-daycare-101061,Ka Ni Kanichihk Daycare,Winnipeg,(204560) 778-2117,MB-101061,,455 Mcdermot Ave.,0,0,1,1,1,,,,,,,,
mb-102743,kidfit-60-102743,KidFit 60,Winnipeg,(431) 570-0037,MB-102743,,1295 Salter Street,0,0,1,1,1,,,,,,,,
mb-1026,kidi-garden-day-nurseries-inc-1026,Kidi-Garden Day Nurseries Inc.,Winnipeg,(204) 338-3193,MB-1026,,172  Smithfield Avenue,0,0,1,1,1,,,,,,,,
mb-103154,kids-avenue-103154,Kids Avenue,Winnipeg,(431) 373-9825,MB-103154,,2302 Burrows Avenue,0,0,1,1,1,,,,,,,,
mb-2008,kids-centre-co-op-inc-2008,Kids Centre Co-op Inc.,Winnipeg,(204) 224-1181,MB-2008,,113-25 Regina Place,0,0,1,1,1,,,,,,,,
mb-2195,kidsplace-nursery-school-co-op-inc-2195,Kidsplace Nursery School Co-op Inc.,Winnipeg,(204) 661-1325,MB-2195,,245 Sutton Avenue,0,0,1,1,1,,,,,,,,
mb-9798,kidz-korner-infant-childcare-inc-9798,Kidz Korner Infant Childcare Inc.,Winnipeg,(204) 832-6000,MB-9798,,3708 Roblin Boulevard,0,0,1,1,1,,,,,,,,
mb-9294,kimberly-kids-before-amp-after-school-age-progra-9294,Kimberly Kids Before &amp; After School-Age Program,Winnipeg,(204) 297-7629,MB-9294,,211 Kimberly Avenue,0,0,1,1,1,,,,,,,,
mb-1243,kinderworld-day-care-inc-1243,KinderWorld Day Care Inc.,Winnipeg,(204) 663-6691,MB-1243,,1511 Gateway Road,0,0,1,1,1,,,,,,,,
mb-2009,kirkfield-westwood-nursery-school-2009,Kirkfield-Westwood Nursery School,Winnipeg,(204) 889-2392,MB-2009,,165  Sansome Avenue,0,0,1,1,1,,,,,,,,
mb-100798,kookum-s-place-infant-centre-100798,Kookum's Place Infant Centre,Winnipeg,(204) 949-0753,MB-100798,,134 1/2  Higgins Avenue,0,0,1,1,1,,,,,,,,
mb-9640,kookum-s-place-preschool-centre-9640,Kookum's Place Preschool Centre,Winnipeg,(204) 989-6246,MB-9640,,100-181 Higgins Avenue,0,0,1,1,1,,,,,,,,
mb-101322,l-il-wheels-day-care-101322,L'il Wheels Day Care,Winnipeg,(204) 945-8023,MB-101322,,300-234 Donald Street N,0,0,1,1,1,,,,,,,,
mb-102082,laugh-n-learn-early-learning-centre-102082,Laugh 'N' Learn Early Learning Centre,Winnipeg,(204) 668-9881,MB-102082,,555  Paufeld Drive,0,0,1,1,1,,,,,,,,
mb-9826,laugh-n-learn-school-age-centre-inc-9826,Laugh 'N' Learn School Age Centre Inc.,Winnipeg,(204) 668-3050,MB-9826,,400  Donwood Drive,0,0,1,1,1,,,,,,,,
mb-3021,laura-secord-community-child-care-3021,Laura Secord Community Child Care,Winnipeg,(204) 774-1165,MB-3021,,980 Palmerston Avenue,0,0,1,1,1,,,,,,,,
mb-101899,le-p-tit-bonheur-inc-tache-101899,Le P'tit Bonheur Inc. (Tache),Winnipeg,(204) 233-7491,MB-101899,,300 rue Aubert,0,0,1,1,1,,,,,,,,
mb-102646,le-p-tit-paradis-102646,Le P'tit Paradis,Winnipeg,(204) 254-4180,MB-102646,,32 Barberry chemin,0,0,1,1,1,,,,,,,,
mb-102767,le-p-tit-paradis-ages-scolaires-102767,Le P'tit Paradis - Ages Scolaires,Winnipeg,(204) 254-4180,MB-102767,,1062 Autumnwood Drive,0,0,1,1,1,,,,,,,,
mb-1189,learning-and-growing-day-care-inc-1189,Learning and Growing Day Care Inc.,Winnipeg,0,MB-1189,,3659 Roblin Boulevard,0,0,1,1,1,,,,,,,,
mb-1029,learning-tree-day-nursery-1029,Learning Tree Day Nursery,Winnipeg,(204) 667-3361,MB-1029,,7-1575 Regent Avenue W,0,0,1,1,1,,,,,,,,
mb-1201,leila-day-care-centre-inc-1201,Leila Day Care Centre Inc.,Winnipeg,(204) 338-9301,MB-1201,,2095 Sinclair Avenue,0,0,1,1,1,,,,,,,,
mb-102637,les-cheminots-102637,Les Cheminots,Winnipeg,(204) 668-3740,MB-102637,,851 Panet chemin,0,0,1,1,1,,,,,,,,
mb-2180,les-enfants-precieux-inc-2180,Les Enfants Precieux Inc.,Winnipeg,(204) 235-0039,MB-2180,,209 rue Kenny,0,0,1,1,1,,,,,,,,
mb-2012,les-franco-lions-de-lacerte-inc-2012,Les Franco-Lions de Lacerte Inc.,Winnipeg,(204) 253-5315,MB-2012,,12-1101 Autumnwood Promenade,0,0,1,1,1,,,,,,,,
mb-2140,les-toupies-inc-2140,Les Toupies Inc.,Winnipeg,(204) 269-5660,MB-2140,,45 ave de la Digue,0,0,1,1,1,,,,,,,,
mb-2007,les-tournesols-de-st-vital-inc-2007,Les Tournesols de St.Vital Inc.,Winnipeg,(204) 254-6133,MB-2007,,425 chemin John Forsyth,0,0,1,1,1,,,,,,,,
mb-100930,linden-meadows-child-care-100930,Linden Meadows Child Care,Winnipeg,(204) 488-0321,MB-100930,,335  Lindenwood Drive E,0,0,1,1,1,,,,,,,,
mb-3006,linwood-child-centre-inc-3006,Linwood Child Centre Inc.,Winnipeg,(204) 832-6540,MB-3006,,266  Linwood Street,0,0,1,1,1,,,,,,,,
mb-1070,little-bo-peep-early-learning-centre-inc-1070,Little Bo-Peep Early Learning Centre Inc.,Winnipeg,(204) 256-0694,MB-1070,,906 Cottonwood Road,0,0,1,1,1,,,,,,,,
mb-9297,little-dipper-montessori-nursery-school-collicut-9297,Little Dipper Montessori Nursery School/Collicutt Before &amp; After School Program,Winnipeg,(204) 694-4443,MB-9297,,75 Cottingham Street,0,0,1,1,1,,,,,,,,
mb-9725,little-feet-child-care-2-ltd-nursery-kindergarte-9725,Little Feet Child Care 2 Ltd. Nursery / Kindergarten,Winnipeg,(204) 782-3516,MB-9725,,1370  Grosvenor Avenue,0,0,1,1,1,,,,,,,,
mb-101002,little-feet-child-care-before-and-after-school-p-101002,Little Feet Child Care Before and After School Program,Winnipeg,(1204) 782-3516,MB-101002,,315 Oak Street,0,0,1,1,1,,,,,,,,
mb-103043,little-flamingos-early-learning-centre-103043,Little Flamingos Early Learning Centre,Winnipeg,(204) 222-4493,MB-103043,,742 Ravelston Ave W,0,0,1,1,1,,,,,,,,
mb-102633,little-footprints-montessori-inc-102633,Little Footprints Montessori Inc.,Winnipeg,(204) 669-1548,MB-102633,,1727 Henderson  Highway,0,0,1,1,1,,,,,,,,
mb-103205,little-fox-child-care-centre-103205,Little Fox Child Care Centre,Winnipeg,(204) 927-8343,MB-103205,,200 Main Street,0,0,1,1,1,,,,,,,,
mb-2288,little-lambs-christian-preschool-inc-2288,Little Lambs Christian Preschool Inc.,Winnipeg,(204) 475-5222,MB-2288,,500 Lagimodiere Blvd,0,0,1,1,1,,,,,,,,
mb-100700,little-learners-inc-100700,Little Learners Inc.,Winnipeg,(204) 654-3655,MB-100700,,323 Emerson Avenue,0,0,1,1,1,,,,,,,,
mb-1031,little-people-s-place-inc-1031,Little People's Place Inc.,Winnipeg,(204) 253-9157,MB-1031,,906 Cottonwood Road,0,0,1,1,1,,,,,,,,
mb-9420,little-saints-learning-center-9420,Little Saints Learning Center,Winnipeg,(204) 237-9572,MB-9420,,15 St. Mark's Place,0,0,1,1,1,,,,,,,,
mb-102019,little-saints-learning-center-site-2-102019,Little Saints Learning Center (site 2),Winnipeg,(204) 257-2241,MB-102019,,5 St. Vital Road,0,0,1,1,1,,,,,,,,
mb-102387,little-saints-learning-center-summer-program-102387,Little Saints Learning Center Summer Program,Winnipeg,(204) 257-2241,MB-102387,,99 Springside Dr,0,0,1,1,1,,,,,,,,
mb-101854,little-skippers-kinder-program-101854,Little Skippers Kinder Program,Winnipeg,(204) 294-1083,MB-101854,,1144  Kingsford Place,0,0,1,1,1,,,,,,,,
mb-102755,little-sprouts-102755,Little Sprouts,Winnipeg,(431) 570-0300,MB-102755,,Unit B-690 Elizabeth Road,0,0,1,1,1,,,,,,,,
mb-101974,little-stars-playhouse-101974,Little Stars PLAYhouse,Winnipeg,(204) 582-1597,MB-101974,,681 Selkirk Avenue,0,0,1,1,1,,,,,,,,
mb-102359,little-voyageurs-learning-centre-site-4-102359,Little Voyageurs Learning Centre - Site 4,Winnipeg,(204) 233-7560,MB-102359,,619   DesMeurons Street,0,0,1,1,1,,,,,,,,
mb-1030,little-voyageurs-learning-centre-inc-site-1-1030,Little Voyageurs Learning Centre Inc. (Site 1),Winnipeg,(204) 233-4442,MB-1030,,320 ave de la Cathedrale avenue,0,0,1,1,1,,,,,,,,
mb-102616,little-voyageurs-learning-centre-inc-prince-edwa-102616,Little Voyageurs Learning Centre Inc. Prince Edward School Site,Winnipeg,(431) 338-6365,MB-102616,,649 Brazier Street,0,0,1,1,1,,,,,,,,
mb-102288,living-prairie-childcare-inc-102288,Living Prairie Childcare Inc.,Winnipeg,(204) 256-6892,MB-102288,,215  des Hivernants Boulevard,0,0,1,1,1,,,,,,,,
mb-103177,living-prairie-childcare-inc-site-3-103177,Living Prairie Childcare Inc.Site 3,Winnipeg,(204) 254-1331,MB-103177,,355 Des Hivernants Boulevard (Blvd),0,0,1,1,1,,,,,,,,
mb-102831,living-prairie-childcare-school-age-102831,Living Prairie Childcare School Age,Winnipeg,(204) 257-4219,MB-102831,,701-50 Sage Creek Blvd,0,0,1,1,1,,,,,,,,
mb-1032,lord-roberts-preschool-child-care-1032,Lord Roberts Preschool Child Care,Winnipeg,(204) 453-3409,MB-1032,,725  Kylemore Avenue,0,0,1,1,1,,,,,,,,
mb-3008,lord-roberts-school-age-program-3008,Lord Roberts School Age Program,Winnipeg,(204) 284-9809,MB-3008,,665 Beresford Avenue,0,0,1,1,1,,,,,,,,
mb-102919,louis-riel-child-care-centre-102919,Louis Riel Child Care Centre,Winnipeg,(204) 233-2788,MB-102919,,561 St Jean Baptiste Street,0,0,1,1,1,,,,,,,,
mb-1153,lovin-n-learnin-day-care-inc-1153,Lovin 'N' Learnin Day Care Inc.,Winnipeg,(204) 257-4608,MB-1153,,45  Willowlake Crescent,0,0,1,1,1,,,,,,,,
mb-9180,ma-mawi-wi-chi-itata-centre-inc-child-developmen-9180,Ma Mawi Wi Chi Itata Centre Inc. - Child Development Centre,Winnipeg,(204) 925-0304,MB-9180,,J - 330 Blake Street,0,0,1,1,1,,,,,,,,
mb-102878,machray-day-nursery-bison-run-102878,Machray Day Nursery -Bison Run,Winnipeg,(204) 275-7366,MB-102878,,60 Frontier Trail,0,0,1,1,1,,,,,,,,
mb-100547,machray-day-nursery-inc-school-age-100547,"Machray Day Nursery Inc, School Age",Winnipeg,(204) 589-4347,MB-100547,,460 Andrews Street,0,0,1,1,1,,,,,,,,
mb-1033,machray-day-nursery-inc-1033,Machray Day Nursery Inc.,Winnipeg,(204) 582-1309,MB-1033,,491 Salter Street,0,0,1,1,1,,,,,,,,
mb-101381,machray-day-nursery-machray-school-site-101381,Machray Day Nursery Machray School Site,Winnipeg,(204) 589-1738,MB-101381,,140-320 Mountain Avenue,0,0,1,1,1,,,,,,,,
mb-101696,making-roots-montessori-centre-inc-101696,Making Roots Montessori Centre Inc.,Winnipeg,(204) 417-7989,MB-101696,,660 Elizabeth Road,0,0,1,1,1,,,,,,,,
mb-1278,manidoo-gi-miini-gonaan-r-b-russell-infant-centr-1278,Manidoo Gi Miini Gonaan/R.B. Russell Infant Centre Inc.,Winnipeg,(204) 415-7200,MB-1278,,364  Dufferin Avenue,0,0,1,1,1,,,,,,,,
mb-101882,maples-day-care-amber-trails-101882,Maples Day Care Amber Trails,Winnipeg,(204) 697-1828,MB-101882,,1575 Templeton Avenue,0,0,1,1,1,,,,,,,,
mb-1034,maples-daycare-inc-1034,Maples DayCare Inc.,Winnipeg,(204) 633-2508,MB-1034,,27 Anglia Avenue,0,0,1,1,1,,,,,,,,
mb-1275,mary-kardash-child-care-centre-inc-1275,Mary Kardash Child Care Centre Inc.,Winnipeg,(204) 989-4752,MB-1275,,111  Polson Avenue,0,0,1,1,1,,,,,,,,
mb-3061,maybrook-children-s-centre-inc-3061,Maybrook Children's Centre Inc.,Winnipeg,(204) 287-8242,MB-3061,,115 River Avenue,0,0,1,1,1,,,,,,,,
mb-2151,mcleod-nursery-incorporated-2151,McLeod Nursery Incorporated,Winnipeg,(204) 899-0247,MB-2151,,530  Mcleod Avenue,0,0,1,1,1,,,,,,,,
mb-1240,meadows-west-kids-kare-inc-1240,Meadows West Kids Kare Inc.,Winnipeg,(204) 694-0253,MB-1240,,166  Garton Avenue,0,0,1,1,1,,,,,,,,
mb-2011,mennonite-brethren-children-s-centre-inc-2011,Mennonite Brethren Children's Centre Inc.,Winnipeg,(204) 990-8704,MB-2011,,1315 Gateway Road,0,0,1,1,1,,,,,,,,
mb-9182,mfrc-child-care-centre-9182,MFRC Child Care Centre,Winnipeg,(204) 837-3626,MB-9182,,630  Wihuri Road,0,0,1,1,1,,,,,,,,
mb-102556,mighty-minds-montessori-102556,Mighty Minds Montessori,Winnipeg,(204) 960-0729,MB-102556,,Unit 8-2835 Pembina Highway,0,0,1,1,1,,,,,,,,
mb-9597,mini-skool-amp-montessori-academy-9597,Mini-Skool &amp; Montessori Academy,Winnipeg,(204) 452-6547,MB-9597,,870  Scotland Avenue,0,0,1,1,1,,,,,,,,
mb-100530,morrow-early-learning-child-development-centre-2-100530,Morrow Early Learning & Child Development (Centre 24/7),Winnipeg,(204) 982-9661,MB-100530,,533  St. Anne's Road,0,0,1,1,1,,,,,,,,
mb-100259,morrow-early-learning-child-development-dr-d-w-p-100259,Morrow Early Learning & Child Development (Dr. D. W. Penner School),Winnipeg,(204) 982-6687,MB-100259,,121 Hazelwood Crescent,0,0,1,1,1,,,,,,,,
mb-9307,morrow-early-learning-child-development-glenwood-9307,Morrow Early Learning & Child Development (Glenwood School),Winnipeg,(204) 982-6697,MB-9307,,51 Blenheim Street,0,0,1,1,1,,,,,,,,
mb-1290,morrow-early-learning-child-development-hastings-1290,Morrow Early Learning & Child Development (Hastings School),Winnipeg,(204) 612-3261,MB-1290,,50 Hastings Boulevard,0,0,1,1,1,,,,,,,,
mb-3134,morrow-early-learning-child-development-lavallee-3134,Morrow Early Learning & Child Development (Lavallee West),Winnipeg,(204) 982-6690,MB-3134,,505   St. Anne's Road,0,0,1,1,1,,,,,,,,
mb-3133,morrow-early-learning-child-development-marie-an-3133,Morrow Early Learning & Child Development (Marie-Anne Gaboury School),Winnipeg,(204) 982-6695,MB-3133,,95 Pulberry Street,0,0,1,1,1,,,,,,,,
mb-1192,morrow-early-learning-child-development-rene-del-1192,Morrow Early Learning & Child Development (Rene Deleurme Centre),Winnipeg,(204) 982-6681,MB-1192,,511  St. Anne's Road,0,0,1,1,1,,,,,,,,
mb-101497,morrow-early-learning-child-development-salvatio-101497,Morrow Early Learning & Child Development (Salvation Army),Winnipeg,(204) 504-6695,MB-101497,,51 Morrow Avenue,0,0,1,1,1,,,,,,,,
mb-9096,morrow-early-learning-child-development-victor-h-9096,Morrow Early Learning & Child Development (Victor H. L. Wyatt),Winnipeg,(204) 982-6680,MB-9096,,485  Meadowood Drive,0,0,1,1,1,,,,,,,,
mb-102959,mountain-ave-child-care-inc-102959,Mountain Ave Child Care Inc,Winnipeg,(204) 633-6171,MB-102959,,1290 Mountain Avenue,0,0,1,1,1,,,,,,,,
mb-103039,munroe-at-thames-103039,Munroe at Thames,Winnpeg,(204) 421-8889,MB-103039,,431 Thames Ave,0,0,1,1,1,,,,,,,,
mb-102725,munroe-early-childhood-education-centre-grosveno-102725,Munroe Early Childhood Education Centre - Grosvenor School Site,Winnipeg,(204) 793-7626,MB-102725,,1045 Grosvenor Avenue,0,0,1,1,1,,,,,,,,
mb-1064,munroe-early-childhood-education-centre-inc-1064,Munroe Early Childhood Education Centre Inc.,Winnipeg,(204) 661-8500,MB-1064,,186-505 Chalmers Avenue,0,0,1,1,1,,,,,,,,
mb-9027,munroe-early-childhood-education-centre-inc-scho-9027,Munroe Early Childhood Education Centre Inc. - School Age,Winnipeg,(204) 654-4377,MB-9027,,361 Kent Road,0,0,1,1,1,,,,,,,,
mb-9743,munroe-early-childhood-education-centre-inc-scho-9743,Munroe Early Childhood Education Centre Inc. - School Age - George V,Winnipeg,(204) 479-1398,MB-9743,,255 Grey Street,0,0,1,1,1,,,,,,,,
mb-100404,munroe-early-childhood-education-centre-inc-pols-100404,Munroe Early Childhood Education Centre Inc.- Polson,Winnipeg,(204) 479-0505,MB-100404,,491  Munroe Avenue,0,0,1,1,1,,,,,,,,
mb-1272,niigaanaki-day-care-centre-inc-1272,Niigaanaki Day Care Centre Inc.,Winnipeg,(204) 783-6750,MB-1272,,104B-500 Balmoral Street,0,0,1,1,1,,,,,,,,
mb-101635,nor-west-early-learning-amp-child-care-centre-in-101635,Nor'West Early Learning &amp; Child Care Centre - Infant Centre,Winnipeg,(204) 938-5965,MB-101635,,785 Keewatin Street,0,0,1,1,1,,,,,,,,
mb-100171,north-kildonan-little-thinkers-inc-100171,North Kildonan Little Thinkers Inc.,Winnipeg,(204) 668-6163,MB-100171,,71-B Burnett Avenue,0,0,1,1,1,,,,,,,,
mb-2314,norwood-french-immersion-preschool-inc-2314,Norwood French Immersion Preschool Inc.,Winnipeg,(204) 918-5939,MB-2314,,Rm 21-320 ave de la Cathedrale avenue,0,0,1,1,1,,,,,,,,
mb-2025,norwood-nursery-school-and-day-care-inc-2025,Norwood Nursery School and Day Care Inc.,Winnipeg,(204) 237-1572,MB-2025,,87  Walmer Street,0,0,1,1,1,,,,,,,,
mb-101853,norwood-nursery-school-and-day-care-inc-nordale-101853,Norwood Nursery School and Day Care Inc. (Nordale),Winnipeg,(204) 237-1572,MB-101853,,99  Birchdale Avenue,0,0,1,1,1,,,,,,,,
mb-101527,nova-montessori-preschool-inc-101527,Nova Montessori Preschool Inc.,Winnipeg,(204) 261-0647,MB-101527,,C-3311 Pembina Highway,0,0,1,1,1,,,,,,,,
mb-102933,nova-montessori-preschool-inc-bannatyne-102933,Nova Montessori Preschool Inc. - Bannatyne,Winnipeg,(204) 599-5669,MB-102933,,483 Bannatyne Ave,0,0,1,1,1,,,,,,,,
mb-102549,nova-montessori-preschool-inc-chevrier-blvd-102549,Nova Montessori Preschool Inc. Chevrier Blvd,Winnipeg,(204) 414-1944,MB-102549,,2050 Chevrier Boulevard,0,0,1,1,1,,,,,,,,
mb-102662,nova-montessori-preschool-st-mary-s-road-102662,nova Montessori Preschool St.Mary's Road,Winnipeg,(204) 599-5669,MB-102662,,613 St. Mary's Road,0,0,1,1,1,,,,,,,,
mb-9490,nurturing-roots-children-s-centre-9490,Nurturing Roots Children's Centre,Winnipeg,(204) 832-9635,MB-9490,,6691  Rannock Avenue,0,0,1,1,1,,,,,,,,
mb-3009,o-k-before-and-after-school-child-care-centres-i-3009,O.K. Before and After School Child Care Centres Inc. - A.E. Wright,Winnipeg,(204) 632-5115,MB-3009,,1520 Jefferson Avenue,0,0,1,1,1,,,,,,,,
mb-3019,o-k-before-and-after-school-child-care-centres-i-3019,O.K. Before and After School Child Care Centres Inc. - O.V. Jewitt,Winnipeg,(204) 632-5115,MB-3019,,66 Neville Street,0,0,1,1,1,,,,,,,,
mb-3097,o-k-before-and-after-school-child-care-centres-i-3097,O.K. Before and After School Child Care Centres Inc.- Constable Finney,Winnipeg,(204) 632-5115,MB-3097,,25 Anglia Avenue,0,0,1,1,1,,,,,,,,
mb-3013,o-k-before-and-after-school-child-care-centres-i-3013,O.K. Before and After School Child Care Centres Inc.- Elwick,Winnipeg,(204) 632-5115,MB-3013,,30  Maberley Road,0,0,1,1,1,,,,,,,,
mb-102603,o-k-before-and-after-school-child-care-centres-i-102603,O.K. Before and After School Child Care Centres Inc.-Templeton,Winnipeg,(204) 632-5115,MB-102603,,Unit 1-1310   Templeton Avenue,0,0,1,1,1,,,,,,,,
mb-2155,oak-street-nursery-school-inc-2155,Oak Street Nursery School Inc,Winnipeg,(204) 488-1133,MB-2155,,255 Oak Street,0,0,1,1,1,,,,,,,,
mb-9361,on-the-move-inc-jb-mitchell-site-9361,On The Move Inc. - JB Mitchell Site,Winnipeg,(204) 489-3212,MB-9361,,1720  John Brebeuf Place,0,0,1,1,1,,,,,,,,
mb-1174,on-the-move-incorporated-1174,On The Move Incorporated,Winnipeg,(204) 489-3212,MB-1174,,1777 Grant Avenue,0,0,1,1,1,,,,,,,,
mb-1215,pacific-junction-day-care-incorporated-1215,Pacific Junction Day Care Incorporated,Winnipeg,(204) 831-7328,MB-1215,,715 Cathcart Street,0,0,1,1,1,,,,,,,,
mb-1263,panda-bear-day-care-co-op-inc-1263,Panda Bear Day Care Co-op Inc.,Winnipeg,(204) 231-1084,MB-1263,,53  Speers Road,0,0,1,1,1,,,,,,,,
mb-102027,paradise-montessori-preschool-autumnwood-102027,Paradise Montessori Preschool (Autumnwood),Winnipeg,(204) 487-2151,MB-102027,,1061 Autumnwood Drive,0,0,1,1,1,,,,,,,,
mb-9330,peek-a-boo-infant-child-care-9330,Peek-a-Boo Infant Child Care,Winnipeg,(204832) 900-0202,MB-9330,,3138 Portage Avenue,0,0,1,1,1,,,,,,,,
mb-1258,pinkham-day-care-inc-1258,Pinkham Day Care Inc.,Winnipeg,(204) 783-4645,MB-1258,,765 Pacific Avenue,0,0,1,1,1,,,,,,,,
